template,categoria,ordem,nome,filename,prompt
"mercadinho","Snacks & Guloseimas",78,"Chocolate Lacta ao Leite 90g","mercadinho-chocolate-lacta-ao-leite-90g.jpg","Chocolate Lacta ao Leite 90g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Snacks & Guloseimas",79,"Chocolate Bis Lacta 126g","mercadinho-chocolate-bis-lacta-126g.jpg","Chocolate Bis Lacta 126g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Snacks & Guloseimas",80,"Bala Fini Dentadura 80g","mercadinho-bala-fini-dentadura-80g.jpg","Bala Fini Dentadura 80g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Snacks & Guloseimas",81,"Paçoca Amor 30un","mercadinho-pacoca-amor-30un.jpg","Paçoca Amor 30un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Snacks & Guloseimas",82,"Pipoca de Micro-ondas Yoki Manteiga 100g","mercadinho-pipoca-de-micro-ondas-yoki-manteiga-100g.jpg","Pipoca de Micro-ondas Yoki Manteiga 100g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",83,"Banana Prata kg","mercadinho-banana-prata-kg.jpg","Banana Prata kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",84,"Maçã Fuji kg","mercadinho-maca-fuji-kg.jpg","Maçã Fuji kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",85,"Tomate Italiano kg","mercadinho-tomate-italiano-kg.jpg","Tomate Italiano kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",86,"Cebola Branca kg","mercadinho-cebola-branca-kg.jpg","Cebola Branca kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",87,"Batata Lavada kg","mercadinho-batata-lavada-kg.jpg","Batata Lavada kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",88,"Alface Crespa Maço","mercadinho-alface-crespa-maco.jpg","Alface Crespa Maço, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Hortifruti Básico",89,"Limão Tahiti kg","mercadinho-limao-tahiti-kg.jpg","Limão Tahiti kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",90,"Ovos Brancos Mantiqueira 12un","mercadinho-ovos-brancos-mantiqueira-12un.jpg","Ovos Brancos Mantiqueira 12un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",91,"Ovos Caipiras Mantiqueira 10un","mercadinho-ovos-caipiras-mantiqueira-10un.jpg","Ovos Caipiras Mantiqueira 10un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",92,"Margarina Qualy 500g","mercadinho-margarina-qualy-500g.jpg","Margarina Qualy 500g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",93,"Achocolatado Nescau 2.0 400g","mercadinho-achocolatado-nescau-2-0-400g.jpg","Achocolatado Nescau 2.0 400g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",94,"Aveia Quaker em Flocos 200g","mercadinho-aveia-quaker-em-flocos-200g.jpg","Aveia Quaker em Flocos 200g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Ovos & Básicos",95,"Geleia Queensberry Morango 320g","mercadinho-geleia-queensberry-morango-320g.jpg","Geleia Queensberry Morango 320g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",96,"Cerveja Brahma Lata 350ml","mercadinho-cerveja-brahma-lata-350ml.jpg","Cerveja Brahma Lata 350ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",97,"Cerveja Skol Lata 350ml","mercadinho-cerveja-skol-lata-350ml.jpg","Cerveja Skol Lata 350ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",98,"Cerveja Heineken Long Neck 330ml","mercadinho-cerveja-heineken-long-neck-330ml.jpg","Cerveja Heineken Long Neck 330ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",99,"Cerveja Corona Extra LN 330ml","mercadinho-cerveja-corona-extra-ln-330ml.jpg","Cerveja Corona Extra LN 330ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",100,"Cerveja Budweiser Lata 350ml","mercadinho-cerveja-budweiser-lata-350ml.jpg","Cerveja Budweiser Lata 350ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",101,"Vodka Absolut 750ml","mercadinho-vodka-absolut-750ml.jpg","Vodka Absolut 750ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",102,"Whisky Johnnie Walker Red 750ml","mercadinho-whisky-johnnie-walker-red-750ml.jpg","Whisky Johnnie Walker Red 750ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",103,"Cachaça 51 965ml","mercadinho-cachaca-51-965ml.jpg","Cachaça 51 965ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Cervejas & Destilados",104,"Vinho Tinto Concha y Toro 750ml","mercadinho-vinho-tinto-concha-y-toro-750ml.jpg","Vinho Tinto Concha y Toro 750ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",105,"Carvão Vegetal 3kg","mercadinho-carvao-vegetal-3kg.jpg","Carvão Vegetal 3kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",106,"Gelo em Cubo 3kg","mercadinho-gelo-em-cubo-3kg.jpg","Gelo em Cubo 3kg, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",107,"Copos Descartáveis 300ml 50un","mercadinho-copos-descartaveis-300ml-50un.jpg","Copos Descartáveis 300ml 50un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",108,"Guardanapo Snob 50 folhas","mercadinho-guardanapo-snob-50-folhas.jpg","Guardanapo Snob 50 folhas, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",109,"Pilha Duracell AA 4un","mercadinho-pilha-duracell-aa-4un.jpg","Pilha Duracell AA 4un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",110,"Isqueiro Bic Maxi","mercadinho-isqueiro-bic-maxi.jpg","Isqueiro Bic Maxi, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Utilidades",111,"Fósforo Fiat Lux Cx Longa","mercadinho-fosforo-fiat-lux-cx-longa.jpg","Fósforo Fiat Lux Cx Longa, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Matinais & Cereais",112,"Cereal Neston 3 Cereais 210g","mercadinho-cereal-neston-3-cereais-210g.jpg","Cereal Neston 3 Cereais 210g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Matinais & Cereais",113,"Sucrilhos Kelloggs 240g","mercadinho-sucrilhos-kelloggs-240g.jpg","Sucrilhos Kelloggs 240g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Matinais & Cereais",114,"Granola Kobber Tradicional 250g","mercadinho-granola-kobber-tradicional-250g.jpg","Granola Kobber Tradicional 250g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Matinais & Cereais",115,"Barra de Cereal Nutry Morango 3un","mercadinho-barra-de-cereal-nutry-morango-3un.jpg","Barra de Cereal Nutry Morango 3un, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Matinais & Cereais",116,"Toddy Achocolatado 400g","mercadinho-toddy-achocolatado-400g.jpg","Toddy Achocolatado 400g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",117,"Catchup Heinz 397g","mercadinho-catchup-heinz-397g.jpg","Catchup Heinz 397g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",118,"Mostarda Heinz 215g","mercadinho-mostarda-heinz-215g.jpg","Mostarda Heinz 215g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",119,"Maionese Hellmanns 500g","mercadinho-maionese-hellmanns-500g.jpg","Maionese Hellmanns 500g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",120,"Molho de Soja Sakura 150ml","mercadinho-molho-de-soja-sakura-150ml.jpg","Molho de Soja Sakura 150ml, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",121,"Tempero Sazon Legumes 60g","mercadinho-tempero-sazon-legumes-60g.jpg","Tempero Sazon Legumes 60g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",122,"Pimenta do Reino Kitano 40g","mercadinho-pimenta-do-reino-kitano-40g.jpg","Pimenta do Reino Kitano 40g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Temperos & Molhos",123,"Alho Triturado Arisco 200g","mercadinho-alho-triturado-arisco-200g.jpg","Alho Triturado Arisco 200g, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Combos & Kits",124,"Kit Praia Família","mercadinho-kit-praia-familia.jpg","Kit Praia Família, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Combos & Kits",125,"Kit Churrasco Básico","mercadinho-kit-churrasco-basico.jpg","Kit Churrasco Básico, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Combos & Kits",126,"Kit Lanche da Tarde","mercadinho-kit-lanche-da-tarde.jpg","Kit Lanche da Tarde, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Combos & Kits",127,"Kit Café da Manhã","mercadinho-kit-cafe-da-manha.jpg","Kit Café da Manhã, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"mercadinho","Combos & Kits",128,"Kit Festa Kids","mercadinho-kit-festa-kids.jpg","Kit Festa Kids, grocery store product, supermarket, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",1,"Pão Francês (unid.)","padaria-pao-frances-unid.jpg","Pão Francês (unid.), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",2,"Pão de Queijo Grande","padaria-pao-de-queijo-grande.jpg","Pão de Queijo Grande, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",3,"Pão de Queijo Pequeno (3un)","padaria-pao-de-queijo-pequeno-3un.jpg","Pão de Queijo Pequeno (3un), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",4,"Pão Integral Fatiado","padaria-pao-integral-fatiado.jpg","Pão Integral Fatiado, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",5,"Pão de Fermentação Natural","padaria-pao-de-fermentacao-natural.jpg","Pão de Fermentação Natural, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",6,"Ciabatta","padaria-ciabatta.jpg","Ciabatta, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",7,"Croissant de Manteiga","padaria-croissant-de-manteiga.jpg","Croissant de Manteiga, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",8,"Pão de Alho (4un)","padaria-pao-de-alho-4un.jpg","Pão de Alho (4un), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",9,"Broa de Milho","padaria-broa-de-milho.jpg","Broa de Milho, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Pães",10,"Focaccia de Alecrim","padaria-focaccia-de-alecrim.jpg","Focaccia de Alecrim, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",11,"Coxinha de Frango","padaria-coxinha-de-frango.jpg","Coxinha de Frango, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",12,"Esfiha de Carne","padaria-esfiha-de-carne.jpg","Esfiha de Carne, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",13,"Esfiha de Queijo","padaria-esfiha-de-queijo.jpg","Esfiha de Queijo, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",14,"Empada de Frango","padaria-empada-de-frango.jpg","Empada de Frango, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",15,"Empada de Palmito","padaria-empada-de-palmito.jpg","Empada de Palmito, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",16,"Pastel de Forno Carne","padaria-pastel-de-forno-carne.jpg","Pastel de Forno Carne, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",17,"Quiche de Alho-Poró","padaria-quiche-de-alho-poro.jpg","Quiche de Alho-Poró, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",18,"Pão de Batata Recheado","padaria-pao-de-batata-recheado.jpg","Pão de Batata Recheado, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",19,"Enroladinho de Salsicha","padaria-enroladinho-de-salsicha.jpg","Enroladinho de Salsicha, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Salgados",20,"Bolinha de Queijo (6un)","padaria-bolinha-de-queijo-6un.jpg","Bolinha de Queijo (6un), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",21,"Bolo de Chocolate Fatia","padaria-bolo-de-chocolate-fatia.jpg","Bolo de Chocolate Fatia, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",22,"Bolo de Cenoura com Chocolate","padaria-bolo-de-cenoura-com-chocolate.jpg","Bolo de Cenoura com Chocolate, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",23,"Bolo de Fubá Cremoso","padaria-bolo-de-fuba-cremoso.jpg","Bolo de Fubá Cremoso, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",24,"Torta de Limão Fatia","padaria-torta-de-limao-fatia.jpg","Torta de Limão Fatia, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",25,"Torta de Morango Fatia","padaria-torta-de-morango-fatia.jpg","Torta de Morango Fatia, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",26,"Bolo de Laranja","padaria-bolo-de-laranja.jpg","Bolo de Laranja, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",27,"Bolo Integral Banana e Aveia","padaria-bolo-integral-banana-e-aveia.jpg","Bolo Integral Banana e Aveia, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Bolos & Tortas",28,"Bolo Inteiro Chocolate (1,2kg)","padaria-bolo-inteiro-chocolate-1-2kg.jpg","Bolo Inteiro Chocolate (1,2kg), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",29,"Brigadeiro Gourmet (unid.)","padaria-brigadeiro-gourmet-unid.jpg","Brigadeiro Gourmet (unid.), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",30,"Sonho de Creme","padaria-sonho-de-creme.jpg","Sonho de Creme, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",31,"Berlim de Doce de Leite","padaria-berlim-de-doce-de-leite.jpg","Berlim de Doce de Leite, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",32,"Carolina Recheada (3un)","padaria-carolina-recheada-3un.jpg","Carolina Recheada (3un), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",33,"Churros Doce de Leite","padaria-churros-doce-de-leite.jpg","Churros Doce de Leite, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",34,"Palmier Amanteigado (4un)","padaria-palmier-amanteigado-4un.jpg","Palmier Amanteigado (4un), bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",35,"Pudim de Leite Fatia","padaria-pudim-de-leite-fatia.jpg","Pudim de Leite Fatia, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Doces & Sobremesas",36,"Quindim","padaria-quindim.jpg","Quindim, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",37,"Café Expresso","padaria-cafe-expresso.jpg","Café Expresso, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",38,"Cappuccino","padaria-cappuccino.jpg","Cappuccino, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",39,"Café com Leite","padaria-cafe-com-leite.jpg","Café com Leite, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",40,"Chocolate Quente","padaria-chocolate-quente.jpg","Chocolate Quente, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",41,"Suco de Laranja Natural 500ml","padaria-suco-de-laranja-natural-500ml.jpg","Suco de Laranja Natural 500ml, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",42,"Chá de Camomila","padaria-cha-de-camomila.jpg","Chá de Camomila, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",43,"Smoothie de Morango 400ml","padaria-smoothie-de-morango-400ml.jpg","Smoothie de Morango 400ml, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Café & Bebidas",44,"Limonada Suíça 500ml","padaria-limonada-suica-500ml.jpg","Limonada Suíça 500ml, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",45,"Misto Quente","padaria-misto-quente.jpg","Misto Quente, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",46,"Bauru no Pão Francês","padaria-bauru-no-pao-frances.jpg","Bauru no Pão Francês, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",47,"Sanduíche Natural de Frango","padaria-sanduiche-natural-de-frango.jpg","Sanduíche Natural de Frango, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",48,"Croissant de Presunto e Queijo","padaria-croissant-de-presunto-e-queijo.jpg","Croissant de Presunto e Queijo, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",49,"Wrap de Frango Caesar","padaria-wrap-de-frango-caesar.jpg","Wrap de Frango Caesar, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Lanches",50,"Tostex de Queijo e Tomate","padaria-tostex-de-queijo-e-tomate.jpg","Tostex de Queijo e Tomate, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Frios & Laticínios",51,"Queijo Minas Frescal 300g","padaria-queijo-minas-frescal-300g.jpg","Queijo Minas Frescal 300g, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Frios & Laticínios",52,"Presunto Magro Fatiado 200g","padaria-presunto-magro-fatiado-200g.jpg","Presunto Magro Fatiado 200g, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Frios & Laticínios",53,"Manteiga da Casa 200g","padaria-manteiga-da-casa-200g.jpg","Manteiga da Casa 200g, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Frios & Laticínios",54,"Iogurte Natural Artesanal 500ml","padaria-iogurte-natural-artesanal-500ml.jpg","Iogurte Natural Artesanal 500ml, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
"padaria","Frios & Laticínios",55,"Requeijão Caseiro 300g","padaria-requeijao-caseiro-300g.jpg","Requeijão Caseiro 300g, bakery, bread, pastry shop, professional food photography, overhead flat lay, white marble background, natural lighting, high resolution, appetizing, commercial quality, no text, no watermark, no people"
